model,feature,importance,absolute_value
gradient_boosting,author_grouped_Dav Pilkey,0.00013995952530517568,0.00013995952530517568
gradient_boosting,has_ebook_access,0.00010660563759808933,0.00010660563759808933
gradient_boosting,publisher_grouped_HarperCollins,0.00010627033655359769,0.00010627033655359769
gradient_boosting,subject_political_science,9.604774779955875e-05,9.604774779955875e-05
gradient_boosting,ol_ebook_access_unknown,8.299573866335097e-05,8.299573866335097e-05
gradient_boosting,subject_romance,7.459846694525034e-05,7.459846694525034e-05
gradient_boosting,subject_mystery_thriller,7.318495950777134e-05,7.318495950777134e-05
gradient_boosting,subject_fiction_romance_general,5.2107668799912404e-05,5.2107668799912404e-05
gradient_boosting,primary_language_ger,3.418945682663242e-05,3.418945682663242e-05
gradient_boosting,author_grouped_Anonymous,3.409571229706197e-05,3.409571229706197e-05
gradient_boosting,has_ol_edition_count,3.0405719953982307e-05,3.0405719953982307e-05
gradient_boosting,subject_sports,2.7550307602878525e-05,2.7550307602878525e-05
gradient_boosting,author_grouped_Unknown,2.572055887245997e-05,2.572055887245997e-05
gradient_boosting,subject_contemporary,2.5032604205731905e-05,2.5032604205731905e-05
gradient_boosting,has_first_publish_year,1.534242264357555e-05,1.534242264357555e-05
gradient_boosting,subject_technology,5.774967765285314e-06,5.774967765285314e-06
gradient_boosting,subject_juvenile_fiction,2.316964017348339e-06,2.316964017348339e-06
gradient_boosting,subject_history,1.3293260563077934e-08,1.3293260563077934e-08
gradient_boosting,author_grouped_Tui T. Sutherland,1.1532750698804047e-08,1.1532750698804047e-08
gradient_boosting,subject_art,0.0,0.0
gradient_boosting,subject_philosophy,0.0,0.0
gradient_boosting,primary_language_tur,0.0,0.0
gradient_boosting,subject_fiction_mystery_detective_general,0.0,0.0
gradient_boosting,subject_psychology,0.0,0.0
gradient_boosting,subject_fiction_thrillers_suspense,0.0,0.0
gradient_boosting,subject_spirituality,0.0,0.0
gradient_boosting,subject_health,0.0,0.0
gradient_boosting,primary_language_srp,0.0,0.0
gradient_boosting,subject_fiction_action_adventure,0.0,0.0
gradient_boosting,subject_religion,0.0,0.0
gradient_boosting,subject_self_help_techniques,0.0,0.0
gradient_boosting,subject_family,0.0,0.0
gradient_boosting,subject_fiction_fantasy_general,0.0,0.0
gradient_boosting,subject_fiction_science_fiction_general,0.0,0.0
gradient_boosting,subject_fiction_general,0.0,0.0
gradient_boosting,subject_fiction_historical_general,0.0,0.0
gradient_boosting,subject_literature_collections,0.0,0.0
gradient_boosting,subject_fantasy,0.0,0.0
gradient_boosting,subject_fiction_psychological,0.0,0.0
gradient_boosting,subject_law,0.0,0.0
gradient_boosting,subject_english_literature,0.0,0.0
gradient_boosting,subject_fiction_romance_contemporary,0.0,0.0
gradient_boosting,subject_games,0.0,0.0
gradient_boosting,subject_economics,0.0,0.0
gradient_boosting,subject_literature,0.0,0.0
gradient_boosting,subject_friendship,0.0,0.0
gradient_boosting,subject_poetry_collections,0.0,0.0
gradient_boosting,subject_medicine,0.0,0.0
gradient_boosting,subject_world_history,0.0,0.0
gradient_boosting,subject_fiction_horror_general,0.0,0.0
gradient_boosting,subject_stories_in_rhyme,0.0,0.0
gradient_boosting,subject_travel,0.0,0.0
gradient_boosting,subject_bible_commentaries,0.0,0.0
gradient_boosting,subject_young_adult,0.0,0.0
gradient_boosting,subject_language_and_languages_study_and_teaching,0.0,0.0
gradient_boosting,subject_computers,0.0,0.0
gradient_boosting,subject_fiction_thrillers_general,0.0,0.0
gradient_boosting,subject_suspense,0.0,0.0
gradient_boosting,subject_nature,0.0,0.0
gradient_boosting,subject_united_states_history,0.0,0.0
gradient_boosting,subject_crime,0.0,0.0
gradient_boosting,subject_mathematics,0.0,0.0
gradient_boosting,subject_mind_and_body,0.0,0.0
gradient_boosting,subject_reference_books,0.0,0.0
gradient_boosting,subject_memoirs,0.0,0.0
gradient_boosting,subject_fiction_lgbtq_gay,0.0,0.0
gradient_boosting,subject_cooking,0.0,0.0
gradient_boosting,subject_comics_graphic_novels_general,0.0,0.0
gradient_boosting,subject_mystery,0.0,0.0
gradient_boosting,subject_sociology,0.0,0.0
gradient_boosting,subject_interpersonal_relations,0.0,0.0
gradient_boosting,subject_thriller,0.0,0.0
gradient_boosting,subject_parenting,0.0,0.0
gradient_boosting,subject_fiction_short_stories_single_author,0.0,0.0
gradient_boosting,subject_fiction_religious,0.0,0.0
gradient_boosting,primary_language_por,0.0,0.0
gradient_boosting,subject_social_sciences,0.0,0.0
gradient_boosting,subject_science,0.0,0.0
gradient_boosting,subject_personal_memoirs,0.0,0.0
gradient_boosting,primary_language_spa,0.0,0.0
gradient_boosting,author_grouped_Rachel Reid,0.0,0.0
gradient_boosting,primary_language_pol,0.0,0.0
gradient_boosting,publisher_grouped_Yen Press LLC,0.0,0.0
gradient_boosting,publisher_grouped_Rosen Publishing Group,0.0,0.0
gradient_boosting,"publisher_grouped_Routledge, Chapman & Hall, Incorporated",0.0,0.0
gradient_boosting,publisher_grouped_Scholastic,0.0,0.0
gradient_boosting,publisher_grouped_Staten House,0.0,0.0
gradient_boosting,"publisher_grouped_Wiley & Sons, Incorporated, John",0.0,0.0
gradient_boosting,"publisher_grouped_Wiley & Sons, Limited, John",0.0,0.0
gradient_boosting,publisher_grouped_Wipf & Stock Publishers,0.0,0.0
gradient_boosting,"publisher_grouped_de Gruyter GmbH, Walter",0.0,0.0
gradient_boosting,publisher_grouped_Primedia eLaunch LLC,0.0,0.0
gradient_boosting,author_grouped_Adam Wallace,0.0,0.0
gradient_boosting,author_grouped_Alan Gratz,0.0,0.0
gradient_boosting,author_grouped_Alex Aster,0.0,0.0
gradient_boosting,author_grouped_Ali Hazelwood,0.0,0.0
gradient_boosting,author_grouped_Bright Thinker,0.0,0.0
gradient_boosting,author_grouped_Callie Hart,0.0,0.0
gradient_boosting,author_grouped_Chloe Walsh,0.0,0.0
gradient_boosting,publisher_grouped_Random House Children's Books,0.0,0.0
gradient_boosting,"publisher_grouped_Penguin Books, Limited",0.0,0.0
gradient_boosting,author_grouped_DK Publishing,0.0,0.0
gradient_boosting,publisher_grouped_Elsevier,0.0,0.0
gradient_boosting,publisher_grouped_Bloomsbury Publishing Plc,0.0,0.0
gradient_boosting,publisher_grouped_Blurb,0.0,0.0
gradient_boosting,publisher_grouped_BookBaby,0.0,0.0
gradient_boosting,publisher_grouped_CRC Press LLC,0.0,0.0
gradient_boosting,publisher_grouped_CreateSpace Independent Publishing Platform,0.0,0.0
gradient_boosting,"publisher_grouped_Dorling Kindersley Publishing, Incorporated",0.0,0.0
gradient_boosting,"publisher_grouped_Elgar Publishing Limited, Edward",0.0,0.0
gradient_boosting,publisher_grouped_Harlequin Enterprises ULC,0.0,0.0
gradient_boosting,publisher_grouped_Palgrave Macmillan,0.0,0.0
gradient_boosting,publisher_grouped_HarperCollins Publishers,0.0,0.0
gradient_boosting,publisher_grouped_HarperCollins Publishers Limited,0.0,0.0
gradient_boosting,"publisher_grouped_LAD Custom Publishing, Incorporated",0.0,0.0
gradient_boosting,publisher_grouped_Lerner Publishing Group,0.0,0.0
gradient_boosting,"publisher_grouped_Little, Brown Book Group Limited",0.0,0.0
gradient_boosting,publisher_grouped_Oxford University Press,0.0,0.0
gradient_boosting,"publisher_grouped_Oxford University Press, Incorporated",0.0,0.0
gradient_boosting,author_grouped_Colleen Hoover,0.0,0.0
gradient_boosting,author_grouped_Danielle Steel,0.0,0.0
gradient_boosting,primary_language_heb,0.0,0.0
gradient_boosting,author_grouped_Tahereh Mafi,0.0,0.0
gradient_boosting,author_grouped_Michael Connelly,0.0,0.0
gradient_boosting,author_grouped_Navessa Allen,0.0,0.0
gradient_boosting,author_grouped_Rebecca Yarros,0.0,0.0
gradient_boosting,author_grouped_Reza Nazari,0.0,0.0
gradient_boosting,author_grouped_Sarah J. Maas,0.0,0.0
gradient_boosting,author_grouped_Stephen King,0.0,0.0
gradient_boosting,author_grouped_Suzanne Collins,0.0,0.0
gradient_boosting,author_grouped_William W. Johnstone and J.A. Johnstone,0.0,0.0
gradient_boosting,author_grouped_Meghan Quinn,0.0,0.0
gradient_boosting,ol_ebook_access_public,0.0,0.0
gradient_boosting,ol_ebook_access_unclassified,0.0,0.0
gradient_boosting,primary_language_cat,0.0,0.0
gradient_boosting,primary_language_chi,0.0,0.0
gradient_boosting,primary_language_dut,0.0,0.0
gradient_boosting,primary_language_enm,0.0,0.0
gradient_boosting,primary_language_fre,0.0,0.0
gradient_boosting,author_grouped_Mergent Inc,0.0,0.0
gradient_boosting,author_grouped_Matt Dinniman,0.0,0.0
gradient_boosting,author_grouped_David Ann,0.0,0.0
gradient_boosting,author_grouped_Hal Leonard Corp.,0.0,0.0
gradient_boosting,author_grouped_David Baldacci,0.0,0.0
gradient_boosting,author_grouped_Dun & Bradstreet,0.0,0.0
gradient_boosting,author_grouped_Emily Henry,0.0,0.0
gradient_boosting,author_grouped_Eric Carle,0.0,0.0
gradient_boosting,author_grouped_Erin Hunter,0.0,0.0
gradient_boosting,author_grouped_Freida McFadden,0.0,0.0
gradient_boosting,author_grouped_Gege Akutami,0.0,0.0
gradient_boosting,author_grouped_Hirohiko Araki,0.0,0.0
gradient_boosting,author_grouped_Lynn Painter,0.0,0.0
gradient_boosting,author_grouped_Holly Jackson,0.0,0.0
gradient_boosting,author_grouped_J.D. Robb,0.0,0.0
gradient_boosting,author_grouped_J.K. Rowling,0.0,0.0
gradient_boosting,author_grouped_L.J. Shen,0.0,0.0
gradient_boosting,author_grouped_LAD Custom Publishing Inc.,0.0,0.0
gradient_boosting,author_grouped_Lad Custom Publishing Inc.,0.0,0.0
gradient_boosting,author_grouped_Lonely Planet,0.0,0.0
gradient_boosting,subject_fiction_horror,0.0,0.0
